hsanum,hsacity,hsastate,cursmok_num,cursmok_denom,cursmok_pct,cursmok_pct_se,cursmok_state,cursmok_state_se,obese_num,obese_denom,obese_pct,obese_pct_se,obese_state,obese_state_se,pdiet_num,pdiet_denom,pdiet_pct,pdiet_pct_se,pdiet_state,pdiet_state_se,inactive_num,inactive_denom,inactive_pct,inactive_pct_se,inactive_state,inactive_state_se,alcohol_num,alcohol_denom,alcohol_pct,alcohol_pct_se,alcohol_state,alcohol_state_se,hypsr_num,hypsr_denom,hypsr_pct,hypsr_pct_se,hypsr_state,hypsr_state_se,cholsr_num,cholsr_denom,cholsr_pct,cholsr_pct_se,cholsr_state,cholsr_state_se,dbsr_num,dbsr_denom,dbsr_pct,dbsr_pct_se,dbsr_state,dbsr_state_se,strokesr_num,strokesr_denom,strokesr_pct,strokesr_pct_se,strokesr_state,strokesr_state_se,misr_num,misr_denom,misr_pct,misr_pct_se,misr_state,misr_state_se,chdsr_num,chdsr_denom,chdsr_pct,chdsr_pct_se,chdsr_state,chdsr_state_se,copdsr_num,copdsr_denom,copdsr_pct,copdsr_pct_se,copdsr_state,copdsr_state_se,lowgenhlth_num,lowgenhlth_denom,lowgenhlth_pct,lowgenhlth_pct_se,lowgenhlth_state,lowgenhlth_state_se,bpmed_num,bpmed_denom,bpmed_pct,bpmed_pct_se,bpmed_state,bpmed_state_se,age65_num,age65_denom,age65_pct,age65_pct_se,age65_state,age65_state_se,nohs_num,nohs_denom,nohs_pct,nohs_pct_se,nohs_state,nohs_state_se,poor_num,poor_denom,poor_pct,poor_pct_se,poor_state,poor_state_se,female_num,female_denom,female_pct,female_pct_se,female_state,female_state_se,uninsured_num,uninsured_denom,uninsured_pct,uninsured_pct_se,uninsured_state,uninsured_state_se,nodoc_num,nodoc_denom,nodoc_pct,nodoc_pct_se,nodoc_state,nodoc_state_se,medcost_num,medcost_denom,medcost_pct,medcost_pct_se,medcost_state,medcost_state_se
20022,Millinocket,ME,50,299,20.7,3.2,20.6,0.3076993067,106,293,39.8,3.5,28.5,0.3157733035,98,152,64,5.1,60.6,0.4760612294,38,148,25.5,4.4,26.5,0.447828905,15,286,4.2,1.3,7.1,0.1886627774,88,167,45.6,4.9,33,0.4277066342,81,151,44.9,4.9,40.5,0.4788523038,47,304,13.9,2.3,9.6,0.1805805997,18,302,4.8,1.2,2.8,0.101079311,23,302,7.4,1.8,5.4,0.1423418332,28,302,8.2,1.7,5.2,0.1323174942,30,303,9.7,2,7.7,0.1740288112,65,303,22.1,3,15.5,0.2489108411,12,88,22.3,6.9,21.1,0.683113719,104,301,24.3,2.6,21.8,0.2235318975,16,304,6.3,2,9.8,0.2718125138,42,279,12.6,2.4,11.9,0.2449268988,175,304,52.2,3.6,51.8,0.3466066631,44,302,19.8,3.1,12,0.2507097598,21,304,8.3,2.1,12,0.2576709594,43,304,17.6,3,10.8,0.2328670456
20023,Norway,ME,158,777,26.1,2.2,20.6,0.3076993067,231,750,30,2,28.5,0.3157733035,226,366,63.8,3.2,60.6,0.4760612294,108,360,27.1,3,26.5,0.447828905,52,754,6.1,1,7.1,0.1886627774,156,389,32.8,3,33,0.4277066342,170,362,42.4,3.4,40.5,0.4788523038,100,778,10.1,1.2,9.6,0.1805805997,31,779,3.2,0.7,2.8,0.101079311,56,775,5.3,0.8,5.4,0.1423418332,55,772,5.5,0.9,5.2,0.1323174942,95,774,11,1.3,7.7,0.1740288112,159,776,19.7,1.7,15.5,0.2489108411,21,156,18.1,4.4,21.1,0.683113719,287,776,24.4,1.7,21.8,0.2235318975,49,780,11.3,2,9.8,0.2718125138,112,709,16.2,2,11.9,0.2449268988,441,780,49.6,2.3,51.8,0.3466066631,82,776,15.1,1.9,12,0.2507097598,66,779,13.8,2,12,0.2576709594,71,776,12,1.7,10.8,0.2328670456
20024,Pittsfield,ME,105,478,28.6,2.9,20.6,0.3076993067,155,464,34.2,2.8,28.5,0.3157733035,148,229,68.6,3.8,60.6,0.4760612294,76,225,33.5,4,26.5,0.447828905,26,462,6.3,1.5,7.1,0.1886627774,101,250,31.3,3.5,33,0.4277066342,101,224,40,4,40.5,0.4788523038,62,481,9.6,1.4,9.6,0.1805805997,20,481,3.4,1.1,2.8,0.101079311,38,478,5.9,1.3,5.4,0.1423418332,31,474,5.2,1.3,5.2,0.1323174942,51,478,9.1,1.6,7.7,0.1740288112,101,478,20.1,2.2,15.5,0.2489108411,15,101,21.7,5.8,21.1,0.683113719,154,481,21.4,2,21.8,0.2235318975,38,481,10.9,2.1,9.8,0.2718125138,69,435,14.2,2.1,11.9,0.2449268988,287,482,50.7,2.9,51.8,0.3466066631,53,479,14,2.2,12,0.2507097598,60,480,15.7,2.3,12,0.2576709594,48,481,10.8,1.9,10.8,0.2328670456
20025,Portland,ME,738,5654,16.8,0.7,20.6,0.3076993067,1274,5498,24.1,0.8,28.5,0.3157733035,1567,2936,55.5,1.2,60.6,0.4760612294,586,2802,20.5,1.1,26.5,0.447828905,420,5529,8.1,0.5,7.1,0.1886627774,1108,3054,28.8,1,33,0.4277066342,1156,2781,36.5,1.2,40.5,0.4788523038,562,5703,8.4,0.4,9.6,0.1805805997,178,5700,2.7,0.3,2.8,0.101079311,292,5694,4.4,0.3,5.4,0.1423418332,298,5675,4,0.3,5.2,0.1323174942,355,5683,5.4,0.4,7.7,0.1740288112,712,5686,12,0.6,15.5,0.2489108411,182,1107,20.7,1.7,21.1,0.683113719,1828,5685,19.5,0.5,21.8,0.2235318975,183,5702,7.1,0.7,9.8,0.2718125138,474,5165,8.9,0.6,11.9,0.2449268988,3386,5712,50.8,0.9,51.8,0.3466066631,383,5699,9.4,0.6,12,0.2507097598,436,5689,11,0.6,12,0.2576709594,448,5695,9.8,0.6,10.8,0.2328670456
20026,Presque Isle,ME,127,689,25.6,2.4,20.6,0.3076993067,228,673,34.8,2.3,28.5,0.3157733035,245,353,68.8,3.1,60.6,0.4760612294,113,348,32.9,3.2,26.5,0.447828905,24,679,4.5,1,7.1,0.1886627774,176,368,41.7,3.3,33,0.4277066342,173,331,47.6,3.6,40.5,0.4788523038,129,693,16,1.6,9.6,0.1805805997,32,690,4.4,1,2.8,0.101079311,63,689,8.5,1.3,5.4,0.1423418332,65,689,7.5,1.1,5.2,0.1323174942,84,688,11.4,1.5,7.7,0.1740288112,139,691,19.8,1.9,15.5,0.2489108411,19,176,16.6,4.2,21.1,0.683113719,216,690,20.6,1.6,21.8,0.2235318975,70,693,16.3,2.2,9.8,0.2718125138,131,636,18.6,2,11.9,0.2449268988,394,693,50.1,2.4,51.8,0.3466066631,62,691,11.4,1.7,12,0.2507097598,69,690,14,1.9,12,0.2576709594,79,692,14.6,1.9,10.8,0.2328670456
20027,Rockland,ME,283,2307,16.6,1.3,20.6,0.3076993067,514,2239,22.8,1.3,28.5,0.3157733035,607,1217,53.7,2,60.6,0.4760612294,273,1182,22.3,1.6,26.5,0.447828905,184,2276,7.7,0.8,7.1,0.1886627774,484,1277,30.7,1.7,33,0.4277066342,480,1130,37.8,2,40.5,0.4788523038,225,2333,8.2,0.8,9.6,0.1805805997,79,2335,2.1,0.3,2.8,0.101079311,129,2330,4.7,0.5,5.4,0.1423418332,167,2319,5.7,0.6,5.2,0.1323174942,182,2321,6.4,0.6,7.7,0.1740288112,351,2327,14.2,1,15.5,0.2489108411,73,484,18.5,2.7,21.1,0.683113719,909,2322,25.7,1.1,21.8,0.2235318975,95,2334,8.5,1.1,9.8,0.2718125138,227,2104,9.9,1.1,11.9,0.2449268988,1429,2337,52.7,1.5,51.8,0.3466066631,255,2336,13.8,1.1,12,0.2507097598,186,2330,11.2,1.1,12,0.2576709594,227,2331,12.1,1.1,10.8,0.2328670456
20028,Rumford,ME,84,436,21.8,2.7,20.6,0.3076993067,157,424,35.8,3,28.5,0.3157733035,139,218,66.2,4.1,60.6,0.4760612294,66,211,34.4,4.4,26.5,0.447828905,21,427,6.6,1.7,7.1,0.1886627774,101,236,38.3,4,33,0.4277066342,114,211,53.2,4.4,40.5,0.4788523038,61,441,11.6,1.8,9.6,0.1805805997,13,442,2.1,0.8,2.8,0.101079311,29,440,6.6,1.5,5.4,0.1423418332,27,439,5,1.1,5.2,0.1323174942,60,441,9.6,1.5,7.7,0.1740288112,91,438,17.9,2.2,15.5,0.2489108411,20,100,29.8,6.3,21.1,0.683113719,136,440,19.7,2,21.8,0.2235318975,29,442,12.8,2.9,9.8,0.2718125138,74,395,21.1,2.8,11.9,0.2449268988,257,442,52.4,3.2,51.8,0.3466066631,47,441,13,2.2,12,0.2507097598,43,442,13.6,2.3,12,0.2576709594,51,442,15.3,2.4,10.8,0.2328670456
20029,Sanford,ME,214,1136,23.2,1.7,20.6,0.3076993067,345,1104,31.1,1.8,28.5,0.3157733035,350,580,64,2.5,60.6,0.4760612294,171,564,30.5,2.6,26.5,0.447828905,74,1107,8.4,1.2,7.1,0.1886627774,236,613,31.9,2.3,33,0.4277066342,235,538,40.6,2.7,40.5,0.4788523038,132,1151,7.6,0.8,9.6,0.1805805997,36,1148,1.8,0.4,2.8,0.101079311,60,1148,4.2,0.7,5.4,0.1423418332,69,1148,3.8,0.6,5.2,0.1323174942,130,1146,9.2,1,7.7,0.1740288112,197,1149,16.7,1.4,15.5,0.2489108411,40,236,24.5,3.9,21.1,0.683113719,341,1145,17.9,1.1,21.8,0.2235318975,84,1151,12.8,1.6,9.8,0.2718125138,121,1018,10.2,1.2,11.9,0.2449268988,668,1152,50.7,1.9,51.8,0.3466066631,113,1148,12.7,1.3,12,0.2507097598,103,1151,12,1.4,12,0.2576709594,108,1150,12,1.3,10.8,0.2328670456
20030,Skowhegan,ME,172,845,27.2,2.1,20.6,0.3076993067,282,830,33.8,2.1,28.5,0.3157733035,271,410,68.8,2.8,60.6,0.4760612294,152,399,37.9,3,26.5,0.447828905,45,823,6.2,1.1,7.1,0.1886627774,178,443,35.3,2.8,33,0.4277066342,196,393,47.9,3.1,40.5,0.4788523038,124,855,12.4,1.3,9.6,0.1805805997,37,856,2.7,0.6,2.8,0.101079311,78,853,7.6,1,5.4,0.1423418332,76,846,7.6,1,5.2,0.1323174942,113,847,11.8,1.4,7.7,0.1740288112,192,850,23.1,2,15.5,0.2489108411,37,178,27.6,4.8,21.1,0.683113719,281,852,21.9,1.5,21.8,0.2235318975,85,851,17.7,2,9.8,0.2718125138,144,778,17.6,1.8,11.9,0.2449268988,470,856,50.3,2.2,51.8,0.3466066631,112,852,16.3,1.7,12,0.2507097598,83,848,12.7,1.6,12,0.2576709594,91,854,12.8,1.5,10.8,0.2328670456
20031,Waterville,ME,358,1913,23.1,1.4,20.6,0.3076993067,574,1873,30.6,1.4,28.5,0.3157733035,579,956,64.2,2.1,60.6,0.4760612294,264,932,27.3,1.9,26.5,0.447828905,96,1870,5.2,0.7,7.1,0.1886627774,382,1009,31.9,1.9,33,0.4277066342,403,893,40.6,2.1,40.5,0.4788523038,223,1935,9.2,0.7,9.6,0.1805805997,48,1927,1.9,0.4,2.8,0.101079311,112,1928,5.4,0.6,5.4,0.1423418332,119,1922,4.8,0.6,5.2,0.1323174942,160,1925,7.3,0.7,7.7,0.1740288112,328,1918,16.6,1.1,15.5,0.2489108411,70,379,20.7,2.8,21.1,0.683113719,556,1926,19.2,1,21.8,0.2235318975,99,1934,10.2,1.2,9.8,0.2718125138,232,1742,13.8,1.2,11.9,0.2449268988,1137,1936,52.8,1.5,51.8,0.3466066631,190,1933,12.8,1.1,12,0.2507097598,179,1925,11.5,1.1,12,0.2576709594,160,1935,10.3,1,10.8,0.2328670456
20033,York,ME,98,1001,12.5,1.6,20.6,0.3076993067,202,973,21,1.7,28.5,0.3157733035,267,533,52.7,2.8,60.6,0.4760612294,115,516,24.5,2.6,26.5,0.447828905,75,967,7.8,1.1,7.1,0.1886627774,198,560,30.9,2.5,33,0.4277066342,207,516,38,2.8,40.5,0.4788523038,86,1009,7.7,1,9.6,0.1805805997,32,1007,2.3,0.6,2.8,0.101079311,58,1003,4.1,0.7,5.4,0.1423418332,66,1007,5.8,0.9,5.2,0.1323174942,73,1006,5.5,0.8,7.7,0.1740288112,108,1009,9.1,1.1,15.5,0.2489108411,33,197,24.7,4.6,21.1,0.683113719,402,1004,29.2,1.7,21.8,0.2235318975,25,1008,4.7,1.1,9.8,0.2718125138,54,895,4.4,0.8,11.9,0.2449268988,616,1010,51.7,2.1,51.8,0.3466066631,84,1007,10.6,1.4,12,0.2507097598,66,1007,9.5,1.4,12,0.2576709594,85,1008,9.6,1.2,10.8,0.2328670456
